 292	 313	 16	
 295	 337	 17	
 281	 333	 18	
 171	 349	 20	
 191	 323	 20	
 296	 357	 19	
 327	 339	 21	
 199	 306	 22	
 170	 355	 21	
 171	 326	 22	
 160	 335	 23	
 165	 324	 24	
 331	 280	 24	
 295	 301	 24	
 314	 360	 23	
 171	 319	 25	
 161	 353	 25	
 308	 298	 25	
 300	 287	 26	
 347	 334	 26	
 309	 339	 25	
 155	 340	 26	
 302	 314	 27	
 177	 288	 29	
 198	 320	 28	
 197	 329	 28	
 184	 361	 27	
 317	 361	 27	
 311	 267	 30	
 329	 255	 31	
 334	 253	 31	
 316	 356	 29	
 310	 312	 29	
 156	 295	 31	
 145	 324	 31	
 144	 336	 30	
 336	 337	 30	
 349	 311	 32	
 336	 360	 31	
 340	 307	 32	
 335	 322	 31	
 354	 269	 32	
 161	 331	 32	
 139	 297	 33	
 163	 248	 35	
 145	 303	 34	
 156	 307	 33	
 126	 315	 35	
 203	 226	 35	
 204	 355	 33	
 153	 320	 35	
 155	 280	 36	
 187	 261	 36	
 181	 228	 36	
 213	 222	 36	
 311	 335	 33	
 318	 257	 36	
 204	 352	 34	
 212	 214	 37	
 183	 273	 37	
 162	 375	 35	
 199	 349	 35	
 365	 281	 37	
 358	 319	 36	
 349	 333	 36	
 313	 329	 35	
 374	 342	 37	
 144	 300	 38	
 170	 254	 39	
 151	 301	 39	
 331	 357	 36	
 340	 338	 37	
 374	 288	 39	
 165	 228	 40	
 127	 366	 39	
 116	 346	 40	
 107	 341	 41	
 145	 307	 41	
 132	 275	 41	
 283	 193	 39	
 356	 346	 39	
 375	 337	 39	
 351	 244	 41	
 351	 267	 41	
 378	 294	 41	
 360	 276	 42	
 332	 207	 42	
 200	 339	 41	
 139	 350	 42	
 124	 262	 44	
 365	 310	 42	
 371	 257	 43	
 345	 232	 43	
 217	 192	 42	
 305	 392	 42	
 336	 349	 43	
 343	 227	 44	
 133	 350	 45	
 136	 314	 46	
 125	 250	 47	
 196	 361	 44	
 147	 304	 47	
 365	 293	 46	
 101	 333	 48	
 137	 281	 48	
 190	 193	 45	
 168	 294	 48	
 134	 244	 49	
 378	 342	 47	
 377	 237	 48	
 357	 385	 47	
 322	 385	 45	
 360	 263	 48	
 164	 379	 48	
 118	 274	 50	
 126	 257	 50	
 183	 226	 48	
 197	 373	 48	
 331	 291	 49	
 396	 306	 50	
 331	 377	 48	
 94	 323	 52	
 85	 305	 52	
 149	 265	 51	
 95	 331	 52	
 353	 200	 50	
 348	 320	 52	
 389	 278	 52	
 167	 200	 51	
 205	 367	 51	
 167	 379	 51	
 205	 341	 52	
 191	 368	 52	
 159	 388	 52	
 149	 380	 52	
 156	 310	 53	
 150	 192	 52	
 355	 381	 52	
 370	 263	 53	
 406	 311	 53	
 346	 393	 52	
 399	 322	 54	
 403	 276	 54	
 158	 323	 53	
 102	 303	 55	
 180	 190	 52	
 136	 303	 55	
 396	 277	 55	
 354	 369	 53	
 358	 303	 55	
 349	 345	 54	
 106	 352	 55	
