 81	 296	 78	
 82	 284	 80	
 92	 295	 69	
 87	 271	 79	
 94	 284	 76	
 97	 323	 80	
 102	 298	 62	
 105	 321	 77	
 106	 342	 77	
 109	 361	 79	
 99	 267	 76	
 101	 281	 60	
 107	 329	 65	
 105	 294	 66	
 107	 324	 78	
 97	 233	 74	
 107	 321	 52	
 99	 255	 77	
 111	 327	 70	
 97	 247	 79	
 103	 247	 63	
 110	 308	 62	
 110	 334	 54	
 112	 316	 62	
 112	 321	 77	
 117	 344	 72	
 115	 331	 56	
 114	 296	 53	
 118	 324	 55	
 115	 247	 53	
 121	 322	 64	
 116	 258	 62	
 136	 365	 65	
 117	 220	 58	
 119	 267	 58	
 126	 323	 73	
 124	 221	 70	
 124	 285	 74	
 126	 242	 46	
 115	 200	 85	
 145	 369	 71	
 132	 288	 35	
 134	 312	 29	
 133	 332	 54	
 136	 356	 47	
 133	 262	 44	
 138	 370	 76	
 138	 350	 55	
 137	 230	 39	
 142	 354	 56	
 140	 308	 37	
 139	 346	 46	
 144	 335	 29	
 144	 303	 23	
 143	 390	 85	
 135	 211	 78	
 147	 345	 64	
 144	 282	 58	
 146	 306	 41	
 148	 343	 61	
 147	 395	 90	
 145	 275	 70	
 149	 325	 72	
 147	 294	 54	
 153	 360	 58	
 150	 290	 37	
 150	 356	 48	
 154	 341	 74	
 146	 191	 69	
 152	 315	 56	
 157	 359	 55	
 152	 205	 47	
 153	 220	 48	
 156	 317	 63	
 157	 346	 61	
 160	 343	 25	
 154	 229	 63	
 158	 259	 44	
 164	 357	 69	
 159	 291	 55	
 166	 327	 20	
 166	 357	 56	
 166	 349	 37	
 168	 360	 53	
 164	 218	 38	
 161	 178	 78	
 164	 314	 56	
 170	 271	 41	
 171	 359	 50	
 172	 260	 23	
 171	 318	 40	
 172	 228	 35	
 176	 310	 20	
 169	 176	 73	
 179	 349	 25	
 167	 178	 57	
 175	 268	 56	
 175	 193	 48	
 172	 193	 81	
 182	 310	 30	
 183	 287	 16	
 180	 274	 76	
 187	 283	 20	
 186	 341	 30	
 186	 283	 38	
 184	 201	 47	
 181	 203	 70	
 191	 359	 53	
 193	 355	 43	
 189	 343	 77	
 188	 293	 67	
 192	 369	 75	
 192	 347	 53	
 194	 362	 75	
 186	 184	 77	
 186	 206	 63	
 195	 359	 79	
 190	 176	 67	
 199	 279	 24	
 199	 291	 16	
 200	 299	 20	
 199	 329	 36	
 201	 233	 34	
 200	 341	 80	
 201	 250	 26	
 200	 338	 83	
 198	 265	 60	
 202	 257	 30	
 196	 171	 58	
 205	 244	 39	
 206	 324	 32	
 206	 331	 80	
 208	 331	 36	
 207	 354	 40	
 208	 230	 24	
 206	 340	 70	
 206	 298	 67	
 206	 300	 73	
 210	 332	 42	
 213	 271	 27	
 207	 310	 78	
 209	 319	 65	
 209	 326	 65	
 212	 341	 79	
 216	 304	 28	
 210	 333	 61	
 209	 176	 61	
 218	 297	 25	
 212	 180	 49	
 217	 192	 35	
 218	 319	 71	
 230	 196	 41	
 228	 300	 74	
 252	 177	 54	
 277	 183	 45	
 277	 167	 51	
 286	 270	 23	
 285	 188	 36	
 285	 338	 74	
 288	 212	 30	
 286	 316	 86	
 294	 325	 75	
 293	 231	 35	
 293	 352	 42	
 298	 329	 48	
 296	 166	 58	
 295	 335	 64	
 293	 352	 54	
 292	 358	 65	
 294	 323	 26	
 296	 188	 35	
 297	 283	 20	
 294	 352	 83	
 303	 187	 50	
 301	 186	 38	
 304	 310	 74	
 302	 223	 29	
 297	 351	 83	
 299	 354	 73	
 305	 208	 30	
 306	 261	 39	
 306	 338	 37	
 304	 359	 56	
 304	 330	 26	
 309	 358	 45	
 301	 359	 41	
 313	 262	 19	
 317	 275	 34	
 315	 280	 19	
 320	 195	 45	
 317	 263	 27	
 319	 345	 40	
 326	 170	 61	
 315	 328	 80	
 328	 176	 63	
 322	 195	 34	
 318	 302	 14	
 322	 351	 37	
 321	 364	 56	
 322	 336	 29	
 327	 207	 37	
 324	 328	 76	
 331	 189	 50	
 334	 195	 59	
 335	 217	 55	
 329	 362	 54	
 331	 359	 46	
 339	 202	 54	
 336	 292	 74	
 336	 338	 41	
 335	 299	 71	
 334	 300	 27	
 339	 258	 43	
 333	 324	 23	
 337	 276	 21	
 341	 250	 43	
 338	 264	 21	
 341	 301	 60	
 342	 208	 40	
 340	 287	 27	
 339	 356	 70	
 344	 351	 50	
 341	 293	 24	
 353	 226	 64	
 339	 372	 63	
 347	 285	 61	
 348	 226	 34	
 349	 316	 52	
 347	 359	 55	
 352	 221	 43	
 353	 293	 74	
 354	 242	 47	
 354	 317	 47	
 363	 195	 67	
 352	 353	 68	
 363	 204	 65	
 349	 373	 82	
 359	 185	 83	
 359	 339	 57	
 357	 330	 71	
 354	 361	 71	
 361	 294	 71	
 367	 208	 51	
 367	 269	 66	
 371	 215	 63	
 365	 291	 59	
 365	 315	 61	
 370	 192	 79	
 367	 280	 75	
 369	 221	 47	
 368	 296	 67	
 368	 313	 62	
 366	 323	 66	
 372	 225	 78	
 375	 207	 54	
 367	 351	 44	
 376	 213	 76	
 377	 216	 73	
 373	 310	 64	
 378	 226	 72	
 381	 215	 54	
 377	 286	 52	
 374	 326	 76	
 378	 225	 44	
 377	 303	 76	
 376	 318	 50	
 378	 291	 75	
 377	 304	 40	
 380	 291	 49	
 383	 253	 67	
 383	 207	 79	
 382	 291	 68	
 382	 269	 33	
 387	 294	 48	
 391	 225	 70	
 388	 298	 45	
 382	 348	 76	
 388	 334	 52	
 395	 244	 52	
 398	 209	 84	
 395	 278	 62	
 392	 328	 65	
 392	 285	 73	
 394	 274	 40	
 393	 281	 76	
 394	 312	 67	
 396	 233	 81	
 400	 214	 74	
 399	 287	 60	
 394	 347	 80	
 398	 327	 66	
 400	 316	 47	
 404	 303	 59	
 407	 220	 82	
 409	 282	 71	
 409	 247	 75	
 410	 323	 80	
 416	 298	 72	
 419	 250	 76	
 418	 292	 75	
